"Year" "Species_ID" "presence_01" "Species_name" "Maxheight_cm" "Family" "IUCN_CH" "N_value" "C" "R" "T_value" "K_value" "L_value" "F_value" "R_value" "H_Rivers_and_Lakes" "H_Shorelines" "H_Bogs_and_mires" "H_Rocks_and_debris" "H_Dry_meadows" "H_Rich_meadows" "H_Alpine_pastures" "H_Herbaceous_fringe" "H_Shrubs_hedges" "H_Forests" "H_Ruderal_areas" "H_Cropfields" "IUCNorder" "Fn" "Tn" "Kn" "Rn" "Nn" "Ln" "Rnum" "Cnum" "yeardif" "yeardifnew" "xy_coded"
"3137" 2001 "379900" 1 "Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens" 15 "Caryophyllaceae" "VU" "3" "0" "RR" "3" "4" "4" "2" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 3 4 2 3 4 2 0 11 9 1398
"3138" 2001 "395300" 1 "Silene flos-jovis (L.) Clairv." 60 "Caryophyllaceae" "NT" "3" "C" "0" "2.5" "4" "4" "2" "2" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "6_NT" 2 2.5 4 2 3 4 0 1 11 9 1398
"3139" 2001 "450400" 0 "Viola kitaibeliana Schult." 6 "Violaceae" "VU" "2" "0" "RRR" "4.5" "4" "4" "1.5" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 4.5 4 3 2 4 3 0 11 9 1398
"3140" 1997 "33100" 1 "Androsace vitaliana (L.) Lapeyr." 5 "Primulaceae" "NT" "2" "C" "0" "1.5" "2" "5" "3.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3.5 1.5 2 2 2 5 0 1 15 13 1399
"3141" 1995 "402500" 0 "Sorbus domestica L." 1500 "Rosaceae" "EN" "2" "CC" "0" "4.5" "2" "3" "3" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3 4.5 2 4 2 3 0 2 17 15 1400
"3142" 1990 "121300" 1 "Corydalis lutea (L.) DC." 30 "Fumariaceae" "LC" "3" "0" "R" "4" "2" "3" "2.5" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "7_LC" 2.5 4 2 5 3 3 1 0 22 20 1401
"3143" 1997 "144300" 1 "Echinops sphaerocephalus L." 150 "Asteraceae" "VU" "4" "CC" "0" "4" "5" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 2 4 5 4 4 4 0 2 15 13 1402
"3144" 1997 "438400" 1 "Verbascum blattaria L." 120 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "3" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2.5 4.5 3 4 4 4 1 1 15 13 1402
"3145" 1993 "301500" 1 "Phyteuma humile Gaudin" 12 "Campanulaceae" "VU" "2" "C" "0" "1" "4" "5" "2" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 1 4 2 2 5 0 1 19 17 1403
"3146" 1996 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 16 14 1403
"3147" 1999 "301500" 1 "Phyteuma humile Gaudin" 12 "Campanulaceae" "VU" "2" "C" "0" "1" "4" "5" "2" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 1 4 2 2 5 0 1 13 11 1404
"3148" 1995 "310700" 1 "Poa perconcinna J. R. Edm." 10 "Poaceae" "LC" "3" "C" "R" "3.5" "5" "5" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1 3.5 5 3 3 5 1 1 17 15 1404
"3149" 1995 "412600" 1 "Taraxacum dissectum (Ledeb.) Ledeb." 10 "Asteraceae" "EN" "4" "C" "R" "1" "4" "5" "2" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "4_EN" 2 1 4 3 4 5 1 1 17 15 1404
"3150" 1981 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 31 29 1404
"3151" 1995 "419400" 1 "Thlaspi sylvium Gaudin" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "4" "5" "3.5" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3.5 1 4 3 2 5 0 1 17 15 1404
"3152" 1995 "427600" 1 "Trifolium saxatile All." 15 "Fabaceae" "VU" "2" "0" "RR" "1.5" "4" "4" "1" "3" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 1.5 4 3 2 4 2 0 17 15 1404
"3153" 1995 "54200" 1 "Astragalus leontinus Wulfen" 25 "Fabaceae" "NT" "2" "C" "0" "2.5" "5" "3" "1" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 1 2.5 5 4 2 3 0 1 17 15 1404
"3154" 1985 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 27 25 1404
"3155" 1987 "132100" 0 "Dactylorhiza cruenta (O. F. Müll.) Soó" 30 "Orchidaceae" "VU" "2" "C" "R" "2" "4" "4" "4.5" "5" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 2 4 5 2 4 1 1 25 23 1405
"3156" 1977 "54200" 1 "Astragalus leontinus Wulfen" 25 "Fabaceae" "NT" "2" "C" "0" "2.5" "5" "3" "1" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 1 2.5 5 4 2 3 0 1 35 33 1405
"3157" 1995 "117600" 1 "Colchicum alpinum DC." 25 "Liliaceae" "LC" "3" "C" "R" "2.5" "4" "4" "3" "2" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "7_LC" 3 2.5 4 2 3 4 1 1 17 15 1406
"3158" 1995 "222100" 1 "Knautia purpurea (Vill.) Borbás" 100 "Dipsacaceae" "VU" "3" "CC" "0" "4" "4" "4" "2" "3" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "5_VU" 2 4 4 3 3 4 0 2 17 15 1406
"3159" 1995 "289000" 1 "Oxytropis halleri subsp. velutina (Schur) O. Schwarz" 20 "Fabaceae" "NT" "2" "CC" "0" "1.5" "5" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "6_NT" 1 1.5 5 4 2 4 0 2 17 15 1406
"3160" 1995 "310700" 1 "Poa perconcinna J. R. Edm." 10 "Poaceae" "LC" "3" "C" "R" "3.5" "5" "5" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1 3.5 5 3 3 5 1 1 17 15 1406
"3161" 1998 "32800" 0 "Androsace septentrionalis L." 20 "Primulaceae" "VU" "3" "0" "RR" "2.5" "5" "4" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 2.5 5 2 3 4 2 0 14 12 1406
"3162" 1995 "333700" 1 "Pulsatilla halleri (All.) Willd." 20 "Ranunculaceae" "VU" "2" "C" "R" "1.5" "5" "5" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 1.5 5 4 2 5 1 1 17 15 1406
"3163" 1995 "380200" 1 "Scleranthus perennis L." 20 "Caryophyllaceae" "NT" "2" "0" "0" "3.5" "4" "5" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 3.5 4 2 2 5 0 0 17 15 1406
"3164" 1995 "444200" 1 "Veronica verna L." 8 "Scrophulariaceae" "NT" "1" "0" "RR" "4" "4" "4" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "6_NT" 1 4 4 2 1 4 2 0 17 15 1406
"3165" 1995 "53800" 1 "Astragalus exscapus L." 10 "Fabaceae" "NT" "2" "CC" "0" "3" "5" "3" "1" "5" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "0" "6_NT" 1 3 5 5 2 3 0 2 17 15 1406
"3166" 1981 "89900" 0 "Carex maritima Gunnerus" 15 "Cyperaceae" "VU" "1" "C" "0" "1.5" "3" "5" "4" "3" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4 1.5 3 3 1 5 0 1 31 29 1406
"3167" 1995 "333700" 1 "Pulsatilla halleri (All.) Willd." 20 "Ranunculaceae" "VU" "2" "C" "R" "1.5" "5" "5" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 1.5 5 4 2 5 1 1 17 15 1407
"3168" 1995 "53800" 1 "Astragalus exscapus L." 10 "Fabaceae" "NT" "2" "CC" "0" "3" "5" "3" "1" "5" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "0" "6_NT" 1 3 5 5 2 3 0 2 17 15 1407
"3169" 2000 "388700" 1 "Senecio halleri Dandy" 15 "Asteraceae" "NT" "2" "C" "0" "1" "5" "5" "2" "2" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 2 1 5 2 2 5 0 1 12 10 1408
"3170" 1993 "141300" 1 "Draba nemorosa L." 50 "Brassicaceae" "VU" "3" "0" "RRR" "3" "5" "4" "1.5" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 3 5 4 3 4 3 0 19 17 1409
"3171" 1982 "336900" 1 "Ranunculus aquatilis L." 150 "Ranunculaceae" "VU" "2" "C" "0" "4" "2" "4" "5" "4" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 5 4 2 4 2 4 0 1 30 28 1409
"3172" 1990 "2600" 1 "Achillea tomentosa L." 30 "Asteraceae" "NT" "2" "C" "R" "4" "5" "4" "1" "2" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4 5 2 2 4 1 1 22 20 1410
"3173" 1997 "284500" 1 "Orobanche artemisiae-campestris Gaudin" 60 "Orobanchaceae" "NT" "3" "0" "R" "4.5" "5" "4" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 5 3 3 4 1 0 15 13 1410
"3174" 1997 "34200" 1 "Anogramma leptophylla (L.) Link" 10 "Polypodiaceae" "EN" "1" "0" "R" "4.5" "1" "3" "2" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 2 4.5 1 4 1 3 1 0 15 13 1410
"3175" 1975 "41100" 1 "Arabis nova Vill." 75 "Brassicaceae" "NT" "4" "0" "RR" "2.5" "4" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "6_NT" 2 2.5 4 3 4 4 2 0 37 35 1411
"3176" 1991 "242400" 1 "Littorella uniflora (L.) Asch." 12 "Plantaginaceae" "EN" "2" "0" "R" "4" "2" "4" "4.5" "3" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4 2 3 2 4 1 0 21 19 1412
"3177" 1983 "320600" 1 "Potamogeton x nitens Weber" 80 "Potamogetonaceae" "LC" "3" "C" "0" "3" "3" "3" "5" "4" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7_LC" 5 3 3 4 3 3 0 1 29 27 1413
"3178" 1990 "149300" 1 "Epilobium tetragonum subsp. lamyi (F. W. Schultz) Nyman" 100 "Onagraceae" "NT" "4" "C" "R" "4" "2" "3" "4" "2" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "6_NT" 4 4 2 2 4 3 1 1 22 20 1414
"3179" 2001 "193600" 0 "Gypsophila muralis L." 15 "Caryophyllaceae" "EN" "3" "0" "RR" "4" "4" "4" "3.5" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 3.5 4 4 2 3 4 2 0 11 9 1414
"3180" 1995 "301500" 1 "Phyteuma humile Gaudin" 12 "Campanulaceae" "VU" "2" "C" "0" "1" "4" "5" "2" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 1 4 2 2 5 0 1 17 15 1415
"3181" 1993 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 19 17 1415
"3182" 1999 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 13 11 1415
"3183" 2001 "323300" 1 "Potentilla multifida L." 15 "Rosaceae" "VU" "4" "CC" "0" "1" "4" "4" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3 1 4 3 4 4 0 2 11 9 1416
"3184" 1997 "33100" 1 "Androsace vitaliana (L.) Lapeyr." 5 "Primulaceae" "NT" "2" "C" "0" "1.5" "2" "5" "3.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3.5 1.5 2 2 2 5 0 1 15 13 1416
"3185" 1997 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 15 13 1416
"3186" 1987 "87300" 0 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 25 23 1416
"3187" 1995 "218000" 1 "Juncus arcticus Willd." 50 "Juncaceae" "VU" "1" "C" "0" "1.5" "3" "5" "4" "3" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4 1.5 3 3 1 5 0 1 17 15 1417
"3188" 1989 "386000" 1 "Sedum villosum L." 20 "Crassulaceae" "VU" "2" "0" "RR" "2" "2" "4" "4" "3" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4 2 2 3 2 4 2 0 23 21 1417
"3189" 1991 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 21 19 1417
"3190" 1995 "117600" 0 "Colchicum alpinum DC." 25 "Liliaceae" "LC" "3" "C" "R" "2.5" "4" "4" "3" "2" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "7_LC" 3 2.5 4 2 3 4 1 1 17 15 1418
"3191" 2001 "187300" 1 "Geranium divaricatum Ehrh." 60 "Geraniaceae" "EN" "4" "C" "RR" "3.5" "5" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "4_EN" 2 3.5 5 3 4 4 2 1 11 9 1418
"3192" 1995 "261450" 1 "Minuartia rostrata (Pers.) Rchb." 15 "Caryophyllaceae" "NT" "2" "C" "0" "3" "5" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 3 5 4 2 4 0 1 17 15 1418
"3193" 1993 "270400" 0 "Nepeta nuda L." 100 "Lamiaceae" "EN" "3" "C" "R" "4.5" "5" "3" "1" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "4_EN" 1 4.5 5 4 3 3 1 1 19 17 1418
"3194" 1995 "289000" 1 "Oxytropis halleri subsp. velutina (Schur) O. Schwarz" 20 "Fabaceae" "NT" "2" "CC" "0" "1.5" "5" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "6_NT" 1 1.5 5 4 2 4 0 2 17 15 1418
"3195" 1995 "310700" 1 "Poa perconcinna J. R. Edm." 10 "Poaceae" "LC" "3" "C" "R" "3.5" "5" "5" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1 3.5 5 3 3 5 1 1 17 15 1418
"3196" 1998 "32800" 1 "Androsace septentrionalis L." 20 "Primulaceae" "VU" "3" "0" "RR" "2.5" "5" "4" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 2.5 5 2 3 4 2 0 14 12 1418
"3197" 1995 "412600" 0 "Taraxacum dissectum (Ledeb.) Ledeb." 10 "Asteraceae" "EN" "4" "C" "R" "1" "4" "5" "2" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "4_EN" 2 1 4 3 4 5 1 1 17 15 1418
"3198" 1995 "444200" 1 "Veronica verna L." 8 "Scrophulariaceae" "NT" "1" "0" "RR" "4" "4" "4" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "6_NT" 1 4 4 2 1 4 2 0 17 15 1418
"3199" 1995 "53800" 1 "Astragalus exscapus L." 10 "Fabaceae" "NT" "2" "CC" "0" "3" "5" "3" "1" "5" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "0" "6_NT" 1 3 5 5 2 3 0 2 17 15 1418
"3200" 1995 "54200" 1 "Astragalus leontinus Wulfen" 25 "Fabaceae" "NT" "2" "C" "0" "2.5" "5" "3" "1" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 1 2.5 5 4 2 3 0 1 17 15 1418
"3201" 1995 "261450" 0 "Minuartia rostrata (Pers.) Rchb." 15 "Caryophyllaceae" "NT" "2" "C" "0" "3" "5" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 3 5 4 2 4 0 1 17 15 1419
"3202" 1985 "289000" 1 "Oxytropis halleri subsp. velutina (Schur) O. Schwarz" 20 "Fabaceae" "NT" "2" "CC" "0" "1.5" "5" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "6_NT" 1 1.5 5 4 2 4 0 2 27 25 1419
"3203" 1995 "333700" 1 "Pulsatilla halleri (All.) Willd." 20 "Ranunculaceae" "VU" "2" "C" "R" "1.5" "5" "5" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 1.5 5 4 2 5 1 1 17 15 1419
"3204" 1995 "380200" 0 "Scleranthus perennis L." 20 "Caryophyllaceae" "NT" "2" "0" "0" "3.5" "4" "5" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 3.5 4 2 2 5 0 0 17 15 1419
"3205" 1995 "395300" 1 "Silene flos-jovis (L.) Clairv." 60 "Caryophyllaceae" "NT" "3" "C" "0" "2.5" "4" "4" "2" "2" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "6_NT" 2 2.5 4 2 3 4 0 1 17 15 1419
"3206" 1995 "54200" 1 "Astragalus leontinus Wulfen" 25 "Fabaceae" "NT" "2" "C" "0" "2.5" "5" "3" "1" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 1 2.5 5 4 2 3 0 1 17 15 1419
"3207" 2001 "101100" 1 "Centaurea valesiaca (DC.) Jord." 60 "Asteraceae" "NT" "2" "C" "R" "4.5" "5" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 5 4 2 4 1 1 11 9 1420
"3208" 2001 "137000" 0 "Dictamnus albus L." 120 "Rutaceae" "VU" "2" "CC" "0" "4.5" "4" "3" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "5_VU" 1.5 4.5 4 4 2 3 0 2 11 9 1420
"3209" 1996 "192300" 1 "Gnaphalium luteoalbum L." 40 "Asteraceae" "VU" "3" "0" "RRR" "4.5" "2" "4" "4" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 4 4.5 2 3 3 4 3 0 16 14 1420
"3210" 2001 "284500" 0 "Orobanche artemisiae-campestris Gaudin" 60 "Orobanchaceae" "NT" "3" "0" "R" "4.5" "5" "4" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 5 3 3 4 1 0 11 9 1420
"3211" 2001 "310700" 0 "Poa perconcinna J. R. Edm." 10 "Poaceae" "LC" "3" "C" "R" "3.5" "5" "5" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1 3.5 5 3 3 5 1 1 11 9 1420
"3212" 2001 "414000" 1 "Telephium imperati L." 40 "Caryophyllaceae" "VU" "2" "0" "RRR" "4.5" "5" "4" "1" "3" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 5 3 2 4 3 0 11 9 1420
"3213" 2001 "422000" 1 "Torilis arvensis (Huds.) Link" 120 "Apiaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 11 9 1420
"3214" 2001 "67100" 1 "Bromus squarrosus L." 60 "Poaceae" "LC" "4" "C" "RR" "4.5" "4" "4" "1.5" "3" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1.5 4.5 4 3 4 4 2 1 11 9 1420
"3215" 2001 "67100" 1 "Bromus squarrosus L." 60 "Poaceae" "LC" "4" "C" "RR" "4.5" "4" "4" "1.5" "3" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "7_LC" 1.5 4.5 4 3 4 4 2 1 11 9 1421
"3216" 1995 "402500" 1 "Sorbus domestica L." 1500 "Rosaceae" "EN" "2" "CC" "0" "4.5" "2" "3" "3" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3 4.5 2 4 2 3 0 2 17 15 1422
"3217" 1990 "120000" 1 "Coronilla coronata L." 50 "Fabaceae" "NT" "2" "C" "0" "4" "4" "3" "2" "5" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "6_NT" 2 4 4 5 2 3 0 1 22 20 1423
"3218" 1995 "427600" 1 "Trifolium saxatile All." 15 "Fabaceae" "VU" "2" "0" "RR" "1.5" "4" "4" "1" "3" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 1.5 4 3 2 4 2 0 17 15 1424
"3219" 1980 "185100" 1 "Gentiana schleicheri (Vacc.) Kunz" 10 "Gentianaceae" "NT" "2" "C" "0" "1" "4" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3 1 4 3 2 5 0 1 32 30 1425
"3220" 2001 "301500" 1 "Phyteuma humile Gaudin" 12 "Campanulaceae" "VU" "2" "C" "0" "1" "4" "5" "2" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 1 4 2 2 5 0 1 11 9 1425
"3221" 2001 "323300" 1 "Potentilla multifida L." 15 "Rosaceae" "VU" "4" "CC" "0" "1" "4" "4" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3 1 4 3 4 4 0 2 11 9 1425
"3222" 1995 "33100" 1 "Androsace vitaliana (L.) Lapeyr." 5 "Primulaceae" "NT" "2" "C" "0" "1.5" "2" "5" "3.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3.5 1.5 2 2 2 5 0 1 17 15 1425
"3223" 2001 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 11 9 1425
"3224" 2000 "419400" 1 "Thlaspi sylvium Gaudin" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "4" "5" "3.5" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3.5 1 4 3 2 5 0 1 12 10 1425
"3225" 1992 "47200" 1 "Artemisia glacialis L." 20 "Asteraceae" "NT" "2" "C" "0" "1" "4" "5" "1.5" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1.5 1 4 3 2 5 0 1 20 18 1425
"3226" 1980 "54200" 0 "Astragalus leontinus Wulfen" 25 "Fabaceae" "NT" "2" "C" "0" "2.5" "5" "3" "1" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 1 2.5 5 4 2 3 0 1 32 30 1425
"3227" 1998 "83600" 0 "Carex atrofusca Schkuhr" 25 "Cyperaceae" "VU" "1" "C" "0" "1.5" "3" "5" "4.5" "3" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 1.5 3 3 1 5 0 1 14 12 1425
"3228" 2001 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 11 9 1425
"3229" 1998 "89900" 1 "Carex maritima Gunnerus" 15 "Cyperaceae" "VU" "1" "C" "0" "1.5" "3" "5" "4" "3" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4 1.5 3 3 1 5 0 1 14 12 1425
"3230" 1986 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 26 24 1426
"3231" 1986 "419200" 1 "Thlaspi rotundifolium subsp. corymbosum Gremli" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 2 5 0 1 26 24 1427
"3232" 1996 "419400" 1 "Thlaspi sylvium Gaudin" 15 "Brassicaceae" "VU" "2" "C" "0" "1" "4" "5" "3.5" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3.5 1 4 3 2 5 0 1 16 14 1427
"3233" 1991 "87300" 1 "Carex fimbriata Schkuhr" 50 "Cyperaceae" "VU" "1" "C" "0" "1" "3" "5" "3" "3" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "5_VU" 3 1 3 3 1 5 0 1 21 19 1427
